airline,city,delay
Virgin America,Appleton,0.0
United Air Lines Inc.,Pensacola,0.0
American Airlines Inc.,Pensacola,20.649350649350648
US Airways Inc.,Pensacola,0.0
Frontier Airlines Inc.,Pensacola,0.0
JetBlue Airways,Pensacola,0.0
Skywest Airlines Inc.,Pensacola,0.0
Alaska Airlines Inc.,Pensacola,0.0
Spirit Air Lines,Pensacola,0.0
Southwest Airlines Co.,Pensacola,10.0199370409234
Delta Air Lines Inc.,Pensacola,5.286284953395473
Atlantic Southeast Airlines,Pensacola,6.217855137563166
Hawaiian Airlines Inc.,Pensacola,0.0
American Eagle Airlines Inc.,Pensacola,8.39929328621908
Virgin America,Pensacola,0.0
United Air Lines Inc.,Memphis,21.14018691588785
American Airlines Inc.,Memphis,11.696446700507614
US Airways Inc.,Memphis,2.4583333333333335
Frontier Airlines Inc.,Memphis,9.03305785123967
JetBlue Airways,Memphis,0.0
Skywest Airlines Inc.,Memphis,10.767873723305478
Alaska Airlines Inc.,Memphis,0.0
Spirit Air Lines,Memphis,0.0
Southwest Airlines Co.,Memphis,9.57204455623428
Delta Air Lines Inc.,Memphis,6.39469157041042
Atlantic Southeast Airlines,Memphis,9.882562277580071
Hawaiian Airlines Inc.,Memphis,0.0
American Eagle Airlines Inc.,Memphis,10.916201117318435
Virgin America,Memphis,0.0
United Air Lines Inc.,Knoxville,0.0
American Airlines Inc.,Knoxville,0.0
US Airways Inc.,Knoxville,0.0
Frontier Airlines Inc.,Knoxville,9.699029126213592
JetBlue Airways,Knoxville,0.0
Skywest Airlines Inc.,Knoxville,25.78082191780822
Alaska Airlines Inc.,Knoxville,0.0
Spirit Air Lines,Knoxville,0.0
Southwest Airlines Co.,Knoxville,0.0
Delta Air Lines Inc.,Knoxville,4.326530612244898
Atlantic Southeast Airlines,Knoxville,10.908003300330034
Hawaiian Airlines Inc.,Knoxville,0.0
American Eagle Airlines Inc.,Knoxville,15.600950118764846
Virgin America,Knoxville,0.0
United Air Lines Inc.,Manchester,0.0
American Airlines Inc.,Manchester,0.0
US Airways Inc.,Manchester,0.0
Frontier Airlines Inc.,Manchester,0.0
JetBlue Airways,Manchester,0.0
Skywest Airlines Inc.,Manchester,0.0
Alaska Airlines Inc.,Manchester,0.0
Spirit Air Lines,Manchester,0.0
Southwest Airlines Co.,Manchester,6.692086330935251
Delta Air Lines Inc.,Manchester,2.240990990990991
Atlantic Southeast Airlines,Manchester,10.194244604316546
Hawaiian Airlines Inc.,Manchester,0.0
American Eagle Airlines Inc.,Manchester,0.0
Virgin America,Manchester,0.0
United Air Lines Inc.,Savannah,0.0
American Airlines Inc.,Savannah,0.0
US Airways Inc.,Savannah,0.0
Frontier Airlines Inc.,Savannah,0.0
JetBlue Airways,Savannah,15.895325203252032
Skywest Airlines Inc.,Savannah,21.358974358974358
Alaska Airlines Inc.,Savannah,0.0
Spirit Air Lines,Savannah,0.0
Southwest Airlines Co.,Savannah,0.0
Delta Air Lines Inc.,Savannah,6.2674976030680725
Atlantic Southeast Airlines,Savannah,14.097724729578516
Hawaiian Airlines Inc.,Savannah,0.0
American Eagle Airlines Inc.,Savannah,11.001751313485114
Virgin America,Savannah,0.0
United Air Lines Inc.,Charlotte,14.070631970260223
American Airlines Inc.,Charlotte,8.741455665736016
US Airways Inc.,Charlotte,7.61026003972512
Frontier Airlines Inc.,Charlotte,12.873873873873874
JetBlue Airways,Charlotte,12.608380338436744
Skywest Airlines Inc.,Charlotte,20.0225988700565
Alaska Airlines Inc.,Charlotte,0.0
Spirit Air Lines,Charlotte,0.0
Southwest Airlines Co.,Charlotte,12.192045454545454
Delta Air Lines Inc.,Charlotte,6.287792642140468
Atlantic Southeast Airlines,Charlotte,12.122295673076923
Hawaiian Airlines Inc.,Charlotte,0.0
American Eagle Airlines Inc.,Charlotte,10.947826086956521
Virgin America,Charlotte,0.0
United Air Lines Inc.,Green Bay,0.0
American Airlines Inc.,Green Bay,0.0
US Airways Inc.,Green Bay,0.0
Frontier Airlines Inc.,Green Bay,0.0
JetBlue Airways,Green Bay,0.0
Skywest Airlines Inc.,Green Bay,5.956185567010309
Alaska Airlines Inc.,Green Bay,0.0
Spirit Air Lines,Green Bay,0.0
Southwest Airlines Co.,Green Bay,0.0
Delta Air Lines Inc.,Green Bay,2.126418152350081
Atlantic Southeast Airlines,Green Bay,4.298498845265589
Hawaiian Airlines Inc.,Green Bay,0.0
American Eagle Airlines Inc.,Green Bay,4.737489745693191
Virgin America,Green Bay,0.0
United Air Lines Inc.,Allentown,0.0
American Airlines Inc.,Allentown,0.0
US Airways Inc.,Allentown,0.0
Frontier Airlines Inc.,Allentown,0.0
JetBlue Airways,Allentown,0.0
Skywest Airlines Inc.,Allentown,3.6666666666666665
Alaska Airlines Inc.,Allentown,0.0
Spirit Air Lines,Allentown,0.0
Southwest Airlines Co.,Allentown,0.0
Delta Air Lines Inc.,Allentown,2.9123376623376624
Atlantic Southeast Airlines,Allentown,9.958977091102824
Hawaiian Airlines Inc.,Allentown,0.0
American Eagle Airlines Inc.,Allentown,0.0
Virgin America,Allentown,0.0
